text_type,output_step,current_word,triplet_impacted,current_text,total_triplets,triplet_scores
monocle,116,rarely,no,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Monocle | monocles', 'used by', 'Monocle | monocles')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.23999999463558197, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.12999999523162842, 0.14000000059604645, 0.20000000298023224, 0.2800000011920929, 0.10999999940395355]"
monocle,117,worn,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Monocle | monocles', 'used by', 'Monocle | their'), ('Monocle | monocles', 'used by', 'Monocle | monocles')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.4300000071525574, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.12999999523162842, 0.14000000059604645, 0.25, 0.2800000011920929, 0.14000000059604645, 0.10999999940395355]"
monocle,118,today.,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today.","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Monocle | monocles', 'used by', 'Monocle | monocles')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.41999998688697815, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.23999999463558197, 0.2800000011920929, 0.10999999940395355]"
monocle,119,This,no,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Monocle | monocles', 'used by', 'Monocle | monocles')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.33000001311302185, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.10999999940395355]"
monocle,120,is,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Glasses | lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Glasses | lens'), ('Monocle | the monocle', 'subclass of', 'Glasses | lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Glasses | lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Glasses | lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Glasses | lens'), ('Top hat | top hat', 'subclass of', 'Glasses | lens'), ('Monocle | monocles', 'used by', 'Monocle | monocles')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.12999999523162842, 0.4000000059604645, 0.6700000166893005, 0.20000000298023224, 0.14000000059604645, 0.1899999976158142, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.12999999523162842, 0.2800000011920929, 0.20000000298023224, 0.3199999928474426, 0.10999999940395355]"
monocle,121,due,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Monocle | monocles', 'used by', 'Monocle | monocles')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.10999999940395355]"
monocle,122,in,no,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Monocle | monocles', 'used by', 'Monocle | monocles')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.10999999940395355]"
monocle,123,large,no,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Monocle | monocles', 'used by', 'Monocle | monocles')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.10999999940395355]"
monocle,124,part,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Glasses | monocles', 'used by', 'Glasses | their'), ('Monocle | monocles', 'used by', 'Monocle | monocles')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.25999999046325684, 0.10999999940395355]"
monocle,125,to,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Monocle | monocles', 'used by', 'Monocle | monocles')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.10999999940395355]"
monocle,126,advances,no,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Monocle | monocles', 'used by', 'Monocle | monocles')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.10999999940395355]"
monocle,127,in,no,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances in","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Monocle | monocles', 'used by', 'Monocle | monocles')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.10999999940395355]"
monocle,128,"optometry,",no,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances in optometry,","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Monocle | monocles', 'used by', 'Monocle | monocles')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.10999999940395355]"
monocle,129,which,no,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances in optometry, which","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Monocle | monocles', 'used by', 'Monocle | monocles')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.10999999940395355]"
monocle,130,allow,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances in optometry, which allow","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'subclass of', 'Glasses | the monocle'), ('Monocle | monocles', 'used by', 'Monocle | monocles')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.14000000059604645, 0.10999999940395355]"
monocle,131,for,no,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances in optometry, which allow for","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'subclass of', 'Glasses | the monocle'), ('Monocle | monocles', 'used by', 'Monocle | monocles')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.10000000149011612, 0.10999999940395355]"
